icao_code,iata_code,airport_name,city,country,lat_degrees,lat_minutes,lat_seconds,lat_direction,lon_degrees,lon_minutes,lon_seconds,lon_direction,altitude,lat_dec,lon_dec
FABZ,N/A,N/A,BIZANA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACA,N/A,N/A,MONTE CARLO,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACB,N/A,N/A,COLESBURG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACC,N/A,N/A,CATHCART,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACD,N/A,N/A,CRADOCK,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACH,N/A,N/A,COOKHOUSE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACK,N/A,N/A,CLOCOLAN,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACN,N/A,N/A,CARNAVON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACO,N/A,N/A,COPPERTON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FACR,N/A,CARLETONVILLE,CARLETONVILLE,SOUTH AFRICA,026,022,010,S,027,021,000,E,01524,-26.369,27.35
FACT,CPT,CAPE TOWN INTERNATIONAL,CAPE TOWN,SOUTH AFRICA,033,057,053,S,018,036,006,E,00047,-33.965,18.602
FACV,N/A,CALVINIA,CALVINIA,SOUTH AFRICA,031,030,001,S,019,043,033,E,00991,-31.5,19.726
FACW,N/A,N/A,CLANWILLIAM,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADA,N/A,DE AAR MILITARY,DE AAR,SOUTH AFRICA,030,038,012,S,023,055,012,E,01223,-30.637,23.92
FADB,N/A,DWAALBOOM,DWAALBOOM,SOUTH AFRICA,024,048,018,S,026,049,054,E,01113,-24.805,26.832
FADC,N/A,N/A,DOUGLAS COLLIERY,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADD,N/A,DUNDEE,DUNDEE,SOUTH AFRICA,028,010,057,S,030,013,028,E,01287,-28.183,30.224
FADE,N/A,N/A,DELMAS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADG,N/A,N/A,DORDRECHT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADH,N/A,N/A,DURNACOL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADI,N/A,N/A,DUWISIB,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FADL,N/A,N/A,DALAREYVILLE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADM,N/A,N/A,KOKSTAD,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADN,DUR,DURBAN INTERNATIONAL,DURBAN,SOUTH AFRICA,029,058,012,S,030,057,001,E,00011,-29.97,30.95
FADO,N/A,N/A,DENDRON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADR,N/A,N/A,DUNNOTTAR,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FADS,N/A,N/A,DORDABIS,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FADV,N/A,N/A,DEVON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAEC,N/A,N/A,ESTCOURT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAED,N/A,N/A,EDENBURG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAEG,N/A,N/A,EGNEP,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAEL,ELS,EAST LONDON,EAST LONDON,SOUTH AFRICA,033,002,008,S,027,049,033,E,00133,-33.036,27.826
FAEM,N/A,N/A,EMPANGENI,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAEO,N/A,ERMELO,ERMELO,SOUTH AFRICA,026,029,043,S,029,058,048,E,01738,-26.495,29.98
FAER,ELL,ELLISRAS,ELLISRAS,SOUTH AFRICA,023,043,034,S,027,041,015,E,00900,-23.726,27.688
FAES,N/A,N/A,ESHOWE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAET,N/A,N/A,ELLIOT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAFA,N/A,N/A,JAEGERSFONTEIN,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAFB,N/A,FICKSBURG SENTRAOES,FICKSBURG,SOUTH AFRICA,028,049,023,S,027,054,032,E,01621,-28.823,27.909
FAFF,N/A,N/A,FRANKFORT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAFK,N/A,N/A,FISANTEKRAAL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAFO,N/A,N/A,FORT BEAUFORT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAFR,N/A,N/A,FRASERBURG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGA,N/A,N/A,GRANGE THE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGB,N/A,N/A,GOBABIS,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAGC,GCJ,GRAND CENTRAL,JOHANNESBURG,SOUTH AFRICA,025,059,010,S,028,008,024,E,01624,-25.986,28.14
FAGE,N/A,N/A,GOGH ISLAND,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGF,GFY,N/A,GROOTFONTEIN,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAGG,GRJ,GEORGE,GEORGE,SOUTH AFRICA,034,000,019,S,022,022,044,E,00198,-34.005,22.379
FAGH,N/A,N/A,GLEN GRAY,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGI,N/A,GIYANI,GIYANI,SOUTH AFRICA,023,017,001,S,030,038,059,E,00481,-23.284,30.65
FAGJ,N/A,N/A,GIFVLEI,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGL,N/A,N/A,GROBLERSDAL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGM,HCS,RAND,JOHANNESBURG,SOUTH AFRICA,026,014,033,S,028,009,004,E,01698,-26.242,28.151
FAGO,N/A,N/A,GOWRIE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGR,N/A,N/A,GRAAFF REINET,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGS,N/A,N/A,GIANTS CASTLE GAME,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGT,N/A,GRAHAMSTOWN,GRAHAMSTOWN,SOUTH AFRICA,033,017,005,S,026,029,053,E,00651,-33.285,26.498
FAGV,N/A,N/A,GRAVELOTTE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGW,N/A,N/A,MAGWA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAGY,N/A,GREYTOWN,GREYTOWN,SOUTH AFRICA,029,007,019,S,030,035,012,E,01077,-29.122,30.587
FAHA,N/A,HARMONY,HARMONY,SOUTH AFRICA,028,004,043,S,026,051,040,E,01246,-28.079,26.861
FAHB,N/A,N/A,HARTEBEESPOORTDAM,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHC,N/A,N/A,HOWICK,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHD,N/A,N/A,HUMANSDORP,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHE,N/A,HENDRINA,PULLENSHOPE,SOUTH AFRICA,025,058,046,S,029,037,007,E,01576,-25.979,29.619
FAHF,N/A,N/A,HENRY'S FLATS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHG,GHC,HEIDELBERG,HEIDELBERG,SOUTH AFRICA,026,030,022,S,028,023,038,E,01561,-26.506,28.394
FAHH,N/A,N/A,HIBBERDENE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHI,N/A,N/A,HALALI,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAHJ,N/A,N/A,HARDING,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHL,N/A,N/A,HLUHLUWE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHM,N/A,N/A,HERMANUS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHN,N/A,N/A,HENTIES BAY,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAHO,N/A,HEILBRON,HEIBRON,SOUTH AFRICA,027,016,042,S,027,059,045,E,01585,-27.278,27.996
FAHP,N/A,N/A,HOOPSTAD,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHR,N/A,HARRISMITH,HARRISMITH,SOUTH AFRICA,028,014,006,S,029,006,022,E,01703,-28.235,29.106
FAHS,HDS,HOEDSPRUIT AFS,HOEDSPRUIT,SOUTH AFRICA,024,022,007,S,031,002,055,E,00532,-24.369,31.049
FAHT,N/A,N/A,HOEDSPRUIT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHU,N/A,N/A,HMS BASTARD MEMORIAL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAHV,N/A,GARIEP DAM,HENDRIK VERWOERDDAM,SOUTH AFRICA,030,033,043,S,025,031,041,E,01273,-30.562,25.528
FAID,N/A,N/A,IDUTYWA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAJS,JNB,JOHANNESBURG INTERNATIONAL,JOHANNESBURG,SOUTH AFRICA,026,008,021,S,028,014,045,E,01695,-26.139,28.246
FAKA,N/A,N/A,KARIBIB,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAKB,N/A,N/A,KARASBURG,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAKD,N/A,KLERKSDORP,KLERKSDORP,SOUTH AFRICA,026,052,015,S,026,043,004,E,01355,-26.871,26.718
FAKE,N/A,N/A,KEI MOUTH,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKF,N/A,N/A,KOFFEE BAY,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKG,N/A,KOMATI POWER STATION,KOMATI POWER STATION,SOUTH AFRICA,026,005,036,S,029,027,017,E,01610,-26.093,29.455
FAKH,N/A,N/A,KENHARDT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKJ,N/A,N/A,KAMANJAB,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAKK,N/A,N/A,KAKAMAS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKL,N/A,KRIEL,KRIEL,SOUTH AFRICA,026,015,006,S,029,011,040,E,01603,-26.252,29.194
FAKM,KIM,KIMBERLEY,KIMBERLEY,SOUTH AFRICA,028,048,010,S,024,045,054,E,01204,-28.803,24.765
FAKO,N/A,N/A,KOMGA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKP,N/A,KOMATIPOORT,KOMATIPOORT,SOUTH AFRICA,025,026,026,S,031,055,047,E,00153,-25.441,31.93
FAKR,N/A,KRUGERSDORP,KRUGERSDORP,SOUTH AFRICA,026,004,051,S,027,043,032,E,01677,-26.081,27.726
FAKS,N/A,KROONSTAD,KROONSTAD,SOUTH AFRICA,027,039,038,S,027,018,056,E,01433,-27.661,27.316
FAKT,KMP,N/A,KEETMANSHOOP,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAKU,N/A,JOHAN PIENAAR,KURUMAN,SOUTH AFRICA,027,027,024,S,023,024,041,E,01336,-27.457,23.411
FAKV,N/A,N/A,KOFFYFONTEIN,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKW,N/A,N/A,KAREEDOUW,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAKX,N/A,N/A,KHORIXAS,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAKZ,KLZ,KLEINSEE,KLEINSEE,SOUTH AFRICA,029,041,018,S,017,005,038,E,00079,-29.688,17.094
FALA,HLA,LANSERIA,JOHANNESBURG,SOUTH AFRICA,025,056,018,S,027,055,034,E,01377,-25.938,27.926
FALB,N/A,LADYBRAND,LADYBRAND,SOUTH AFRICA,029,010,052,S,027,027,011,E,01585,-29.181,27.453
FALF,N/A,N/A,LOERIESFONTEIN,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FALH,N/A,N/A,LOHATHLA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FALI,N/A,LICHTENBURG,LICHTENBURG,SOUTH AFRICA,026,010,032,S,026,011,004,E,01486,-26.176,26.184
FALK,N/A,N/A,LUSIKISIKI,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FALL,N/A,N/A,LYDENBURG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FALM,N/A,N/A,LAMBERTSBAAI,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FALR,N/A,N/A,LOUWATER,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FALT,LCD,LOUIS TRICHARDT AFB,LOUIS TRICHARDT,SOUTH AFRICA,023,009,035,S,029,041,047,E,00936,-23.16,29.696
FALW,N/A,LANGEBAANWEG,LANGEBAANWEG,SOUTH AFRICA,032,058,008,S,018,009,037,E,00033,-32.969,18.16
FALY,LAY,LADYSMITH,LADYSMITH,SOUTH AFRICA,028,034,054,S,029,044,059,E,01082,-28.582,29.75
FALZ,LUD,N/A,LUDERITZ,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAMA,N/A,N/A,MATATIELE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMB,N/A,MIDDELBURG,MIDDELBURG,SOUTH AFRICA,025,041,005,S,029,026,024,E,01490,-25.685,29.44
FAMC,N/A,N/A,MIDDELBURG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMD,N/A,N/A,MALAMALA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAME,N/A,N/A,MARION,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMF,N/A,N/A,MALABAR,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMG,MGH,MARGATE,MARGATE,SOUTH AFRICA,030,051,026,S,030,020,034,E,00151,-30.857,30.343
FAMH,N/A,N/A,MALTAHOHE,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAMI,N/A,MARBLE HALL,MARBLE HALL,SOUTH AFRICA,024,059,020,S,029,016,059,E,00909,-24.989,29.283
FAMJ,N/A,MAJUBA POWER STATION,MAJUBA POWER STATION,SOUTH AFRICA,027,004,045,S,029,046,042,E,01707,-27.079,29.778
FAMK,MFK,MAFIKENG NORTH,MAFIKENG,SOUTH AFRICA,025,045,010,S,025,036,043,E,01265,-25.753,25.612
FAML,N/A,N/A,MARIENTAL,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAMM,MBO,MAFIKENG,MMABATHO,SOUTH AFRICA,025,047,054,S,025,032,052,E,01275,-25.798,25.548
FAMN,N/A,MALELANE,MALALANE,SOUTH AFRICA,025,028,024,S,031,033,056,E,00352,-25.473,31.566
FAMO,N/A,N/A,MOSSEL BAY,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMP,MPA,N/A,MPACHA,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAMQ,N/A,N/A,MACLEAR,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMR,N/A,N/A,MARIESKOP,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMS,MEZ,MESSINA,MESSINA,SOUTH AFRICA,022,021,021,S,029,059,011,E,00574,-22.356,29.986
FAMT,N/A,N/A,MEYERTON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMU,N/A,MKUZI,MKUZE,SOUTH AFRICA,027,037,033,S,032,002,039,E,00122,-27.626,32.044
FAMW,MZF,N/A,MZAMBA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMY,N/A,N/A,MALMESBURY,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAMZ,N/A,N/A,MSAULI,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FANA,NNI,N/A,NAMUTONI,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FANC,NCS,NEWCASTLE,NEWCASTLE,SOUTH AFRICA,027,046,014,S,029,058,036,E,01242,-27.771,29.977
FANG,N/A,N/A,NGALA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FANH,N/A,N/A,NEW HANOVER,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FANL,N/A,N/A,NEW LARGO,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FANS,NLP,NELSPRUIT,NELSPRUIT,SOUTH AFRICA,025,030,002,S,030,054,048,E,00885,-25.501,30.913
FANV,N/A,N/A,NIEUWOUDTVILLE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FANY,N/A,NYLSTROOM,NYLSTROOM,SOUTH AFRICA,024,041,009,S,028,026,005,E,01189,-24.686,28.435
FAOA,OND,N/A,ONDANGWA,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOB,N/A,OVERBERG,OVERBERG,SOUTH AFRICA,034,033,019,S,020,015,001,E,00016,-34.555,20.25
FAOD,N/A,N/A,ODENDAALSRUS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAOE,N/A,N/A,OMEGA,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOF,N/A,N/A,OLIFANTSHOEK,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAOG,OMD,N/A,ORANJEMUND,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOH,DUH,OUDTSHOORN,OUDTSHOORN,SOUTH AFRICA,033,036,025,S,022,011,020,E,00325,-33.607,22.189
FAOI,N/A,N/A,ORIENT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAOJ,N/A,N/A,OUTJO,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOK,N/A,N/A,OKAKARARA,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOL,N/A,N/A,OTHAWA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAON,N/A,N/A,OKAHANDJA,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOO,OKF,N/A,OKAUKUEJO,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOR,N/A,N/A,OLIFANTS RIVER BRIDGE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAOS,OHI,N/A,OSHAKATI,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOT,N/A,N/A,OTTOSDAL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAOU,N/A,N/A,OPERET,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOV,N/A,N/A,OTAVI,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOW,N/A,N/A,OTJIWARONGO,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAOY,N/A,N/A,ORKNEY,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPA,N/A,N/A,PORT ALFRED,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPB,N/A,PIETERSBURG INTERNATIONAL,PIETERSBURG,SOUTH AFRICA,023,050,043,S,029,027,031,E,01243,-23.845,29.459
FAPC,N/A,N/A,PRINCE ALBERT,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPD,N/A,N/A,POFADDER,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPE,PLZ,PORT ELIZABETH,PORT ELIZABETH,SOUTH AFRICA,033,059,005,S,025,037,002,E,00069,-33.985,25.617
FAPF,N/A,N/A,PIET RETIEF,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPG,N/A,PLETTENBERG BAY,PLETTENBERG BAY,SOUTH AFRICA,034,005,025,S,023,019,040,E,00142,-34.09,23.328
FAPH,PHW,PHALABORWA,PHALABORWA,SOUTH AFRICA,023,056,013,S,031,009,019,E,00437,-23.937,31.155
FAPI,PTG,PIETERSBURG MUNI,PIETERSBURG,SOUTH AFRICA,023,055,033,S,029,029,003,E,01328,-23.926,29.484
FAPJ,N/A,PORT ST JOHNS,PORT SAINT JOHNS,SOUTH AFRICA,031,036,021,S,029,031,011,E,00374,-31.606,29.52
FAPK,N/A,N/A,PRIESKA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPL,N/A,N/A,PONGOLA,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPM,PZB,PIETERMARITZBURG,PIETERMARITZBURG,SOUTH AFRICA,029,038,056,S,030,023,055,E,00739,-29.649,30.399
FAPN,NTY,PILANESBERG,PILANESBERG,SOUTH AFRICA,025,020,001,S,027,010,024,E,01040,-25.334,27.173
FAPO,N/A,N/A,PHILIPPOLIS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPP,N/A,POTGIETERSRUS,POTGIETERSRUS,SOUTH AFRICA,024,013,049,S,028,059,001,E,01067,-24.23,28.984
FAPQ,N/A,POMFRET,POMFRET,SOUTH AFRICA,025,050,049,S,023,032,016,E,01165,-25.847,23.538
FAPS,N/A,POTCHEFSTROOM,POTCHEFSTROOM,SOUTH AFRICA,026,040,015,S,027,004,054,E,01378,-26.671,27.082
FAPT,N/A,N/A,POSTMASBURG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPV,N/A,N/A,PETRUSVILLE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPW,N/A,N/A,PIETERSRUS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAPY,N/A,PARYS,PARYS,SOUTH AFRICA,026,053,021,S,027,030,012,E,01445,-26.889,27.503
FAPZ,N/A,N/A,PROGRESS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAQT,UTW,QUEENSTOWN,QUEENSTOWN,SOUTH AFRICA,031,055,012,S,026,052,055,E,01109,-31.92,26.882
FARB,RCB,RICHARDS BAY,RICHARD'S BAY,SOUTH AFRICA,028,044,027,S,032,005,031,E,00034,-28.741,32.092
FARC,N/A,N/A,RUACANA,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FARD,N/A,N/A,RIVERSDALE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FARG,N/A,RUSTENBURG,RUSTENBURG,SOUTH AFRICA,025,038,039,S,027,016,016,E,01128,-25.644,27.271
FARH,N/A,N/A,REHOBOTH,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FARI,N/A,N/A,REIVILO,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FARK,WVB,N/A,WALVIS BAY,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FARO,N/A,N/A,ROOIBERG,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FARP,N/A,N/A,ROSH PINAH,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FARS,N/A,ROBERTSON,ROBERTSON,SOUTH AFRICA,033,048,043,S,019,054,010,E,00196,-33.812,19.903
FARU,NDU,N/A,RUNDU,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FARZ,N/A,N/A,REITZ,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASA,N/A,N/A,SANI PASS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASB,SBU,SPRINGBOK,SPRINGBOK,SOUTH AFRICA,029,041,021,S,017,056,022,E,00820,-29.689,17.939
FASC,N/A,SECUNDA,SECUNDA,SOUTH AFRICA,026,031,026,S,029,010,012,E,01601,-26.524,29.17
FASD,N/A,SALDANHA VREDENBURG,SALDANHA,SOUTH AFRICA,032,057,050,S,017,058,009,E,00016,-32.964,17.969
FASE,N/A,N/A,SANAE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASG,N/A,N/A,SCHWEIZER RENEKE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASH,N/A,N/A,STELLENBOSCH,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASI,N/A,SPRINGS,SPRINGS,SOUTH AFRICA,026,014,054,S,028,023,051,E,01628,-26.248,28.398
FASK,N/A,SWARTKOP,SWARTKOP,SOUTH AFRICA,025,048,034,S,028,009,052,E,01457,-25.809,28.164
FASL,N/A,N/A,SUTHERLAND,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASM,SWP,N/A,SWAKOPMUND,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FASN,N/A,N/A,SENEKAL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASO,N/A,N/A,STORMSRIVER,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASP,N/A,N/A,SIR LOWRY'S PASS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASQ,N/A,N/A,SEAGULLS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASR,N/A,N/A,STANDERTON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASS,SIS,SISHEN,SISHEN,SOUTH AFRICA,027,038,054,S,022,059,057,E,01173,-27.648,22.999
FAST,N/A,N/A,SOMERSET EAST,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASU,N/A,SACE,SACE,SOUTH AFRICA,025,057,041,S,029,012,031,E,01570,-25.961,29.209
FASV,N/A,N/A,SILVER MINE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASX,N/A,N/A,SWELLENDAM,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FASZ,SZK,SKUKUZA,SKUKUZA,SOUTH AFRICA,024,057,039,S,031,035,019,E,00311,-24.961,31.589
FATB,N/A,N/A,THORNY BUSH GAME LODGE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FATC,N/A,N/A,TRISTAN DA CUNHA ISL.,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FATF,N/A,TOMMYS FLD,TOMMY'S FIELD,SOUTH AFRICA,028,015,036,S,022,059,035,E,01329,-28.26,22.993
FATH,THY,P R MPHEPHU,THOHOYANDOU,SOUTH AFRICA,023,004,043,S,030,023,000,E,00616,-23.079,30.383
FATK,N/A,N/A,TSUMKWE,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FATM,TSB,N/A,TSUMEB,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FATN,TCU,THABA NCHU,THABA NCHU,BOPHUTHATSWANA,029,019,009,S,026,049,024,E,01503,-29.319,26.823
FATP,N/A,NEW TEMPE,BLOEMFONTEIN,SOUTH AFRICA,029,001,058,S,026,009,027,E,01386,-29.033,26.157
FATR,N/A,N/A,TRENNERIES,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FATT,N/A,TUTUKA POWER STATION,TUTUKA,SOUTH AFRICA,026,046,035,S,029,020,019,E,01620,-26.776,29.339
